Timestamp,Node_ID,Application,CPU_Utilization,Memory_Usage,Workload_Intensity,Network_Traffic,Storage_Utilization,Number_of_Requests,CPU_Temperature,Power_Consumption,Clock_Speed,Cache_Size,Number_of_Cores
2023-08-09 10:05:03,Node_4,Web Server,67.74723365264273,73.49825024669033,Moderate,150 Mbps,90%,341,67.15917563313664,271.361772299045,3.42,8,8
2023-08-09 12:07:25,Node_4,AI Inference,75.93595372950611,55.1853324271817,High,20 Mbps,90%,828,77.72289165570004,319.3903389358501,2.67,16,10
2023-08-09 17:35:12,Node_4,Analytics,14.573545442330593,88.5130507312588,Moderate,150 Mbps,70%,1412,51.68025449887736,292.332340377028,2.58,20,4
2023-08-09 16:34:51,Node_4,Analytics,25.04111793387848,51.63017674189281,High,150 Mbps,40%,298,62.33039147377448,311.4744606041602,2.33,6,4
2023-08-09 14:06:23,Node_4,File Server,70.76433882518829,48.93689969372467,High,150 Mbps,70%,205,49.80825987314477,315.26302494932065,3.32,12,4
2023-08-09 11:06:28,Node_4,Web Server,36.90669763115277,36.40268350997847,Moderate,150 Mbps,60%,653,42.4706137413762,244.3178656585761,3.42,20,6
2023-08-09 08:26:48,Node_4,AI Inference,54.10560436153521,74.3396996380065,Low,50 Mbps,40%,779,73.30220971122708,321.1158662376178,2.73,16,8
2023-08-09 11:17:27,Node_4,AI Inference,87.2888353131964,73.61367700857298,High,200 Mbps,40%,1342,71.00608457360612,181.7380898529277,3.17,8,10
2023-08-09 14:02:59,Node_4,File Server,53.65527626153464,31.22851365634496,Low,200 Mbps,80%,636,67.95447250594354,233.370400921424,2.43,8,6
2023-08-09 11:52:04,Node_4,Web Server,77.67766932265565,59.73138686397984,High,200 Mbps,80%,1511,71.45729675550206,217.5668523109184,2.61,8,6
2023-08-09 15:02:56,Node_4,Web Server,15.682866936548765,66.20619758607275,Moderate,100 Mbps,70%,1959,69.83163595815458,186.14673009296664,2.42,8,4
2023-08-09 11:07:15,Node_4,Database,39.73999193293758,36.57388063082176,Low,200 Mbps,40%,1160,75.55888029508019,328.00051395670494,2.27,12,4
2023-08-09 13:00:02,Node_4,File Server,14.628294420952574,82.32919014599487,Low,20 Mbps,60%,1026,79.83581187052968,175.06597897725632,2.36,8,2
2023-08-09 10:01:50,Node_4,File Server,35.657561892702034,85.54003900654172,High,50 Mbps,40%,457,48.06140745690921,283.0267259308686,2.35,12,4
2023-08-09 09:32:36,Node_4,File Server,86.49182105500483,51.69186338545156,High,50 Mbps,70%,281,65.31666428706407,290.42522284105263,2.43,12,4
2023-08-09 11:23:37,Node_4,Analytics,59.11916001934033,81.3710421148881,Moderate,100 Mbps,80%,791,43.15382362547367,289.3891688998077,2.7,16,10
2023-08-09 08:54:23,Node_4,Database,79.15198816307787,47.68158214484538,Moderate,200 Mbps,70%,815,51.29056362923384,171.1859146588555,2.71,20,8
2023-08-09 16:11:38,Node_4,File Server,73.44237656658864,55.3061862578416,High,100 Mbps,80%,1794,78.14567589034083,346.7485694770715,2.56,6,4
2023-08-09 15:23:14,Node_4,File Server,48.98688657905871,56.74364793541274,High,200 Mbps,90%,1348,72.5660825976122,185.2648250881357,3.27,20,8
2023-08-09 09:36:44,Node_4,Analytics,35.77703759726841,30.04856683148723,High,50 Mbps,60%,1034,71.6566361273112,209.90246915338813,2.4,8,4
2023-08-09 12:55:45,Node_4,Web Server,76.14460753758286,48.00906087631376,High,100 Mbps,40%,1535,52.615947759873336,199.1524199363456,2.23,16,6
2023-08-09 10:18:16,Node_4,File Server,81.68539190342254,36.62160739720233,High,200 Mbps,80%,380,47.255546463848106,325.6197096281449,3.1,20,8
2023-08-09 17:54:09,Node_4,Database,39.6754519569818,31.57411866128349,Low,50 Mbps,80%,587,54.41621648856571,287.8747009534303,2.26,6,8
2023-08-09 12:50:45,Node_3,Web Server,71.25631299980071,88.22583732207366,Moderate,150 Mbps,90%,558,61.09862574891953,320.9193100444926,2.8,6,4
2023-08-09 08:15:23,Node_3,Analytics,87.33121815328617,54.45717927810935,High,50 Mbps,80%,1349,55.86277533348086,342.1070410496911,2.68,16,8
2023-08-09 17:24:43,Node_3,File Server,38.41130145411876,87.0257364080415,Low,200 Mbps,90%,1320,63.20661196826475,233.64003870137475,2.39,8,2
2023-08-09 17:47:52,Node_3,Database,64.06766012070304,79.93304978756561,Moderate,100 Mbps,90%,1920,76.60308298761785,181.8947460897604,3.29,6,2
2023-08-09 08:10:54,Node_3,Web Server,32.34663382998005,60.60773987425263,Low,50 Mbps,90%,1375,49.55715056171833,195.98960816294675,3.28,12,6
2023-08-09 12:33:52,Node_3,AI Inference,54.347335023979056,79.96716487239759,Low,200 Mbps,80%,919,69.34498967748077,226.2604195620963,2.43,20,4
2023-08-09 10:02:20,Node_3,Analytics,65.21170097321868,61.68873672833085,Low,100 Mbps,60%,377,41.76815081643736,195.0909643643529,2.74,16,2
2023-08-09 15:51:15,Node_3,Web Server,17.705531272724855,61.0003272058072,Low,200 Mbps,40%,1046,68.25474407145367,314.48547574936146,2.86,6,4
2023-08-09 13:54:27,Node_3,Database,37.90335150814549,86.28416017121025,Low,100 Mbps,60%,1709,50.43661912845648,183.3904022947836,2.54,16,2
2023-08-09 12:04:25,Node_3,AI Inference,38.36081135974683,67.38909288809177,Moderate,150 Mbps,60%,720,57.391969001704304,339.7481088969013,2.61,20,8
2023-08-09 15:34:06,Node_3,AI Inference,54.39982888769627,66.64263915697359,Moderate,150 Mbps,80%,597,51.39627608539969,191.3476967467545,2.06,8,4
2023-08-09 16:39:05,Node_3,File Server,83.26656619761012,45.31138887194255,Moderate,100 Mbps,60%,1677,50.5588732040006,258.9799270059116,2.83,6,4
2023-08-09 11:05:57,Node_3,Analytics,59.67747710795507,56.35237548487978,High,50 Mbps,60%,774,59.0134635907406,161.2112850989597,2.33,8,2
2023-08-09 15:07:19,Node_3,File Server,29.606829047752463,36.99290417849782,High,200 Mbps,40%,1717,45.30855308692775,174.01346828526383,3.01,16,2
2023-08-09 14:28:35,Node_3,AI Inference,81.85724592064605,30.092012783920225,Low,200 Mbps,40%,542,54.21374391506557,293.9056868168227,2.22,8,6
2023-08-09 11:04:40,Node_3,File Server,62.78981993738129,88.75161672198728,High,20 Mbps,70%,825,60.22358653614692,342.090214436967,2.76,6,4
2023-08-09 12:21:52,Node_3,Web Server,65.78815928181848,83.14731861198081,Moderate,50 Mbps,80%,1956,41.87628560732915,227.82210379672915,3.14,8,10
2023-08-09 17:54:21,Node_3,Database,39.33130859008529,30.690480872995607,High,200 Mbps,40%,317,74.4126489233442,346.9831695336231,2.3,12,8
2023-08-09 15:24:24,Node_3,Analytics,11.199971088526723,38.80774588609533,Moderate,20 Mbps,40%,1737,75.1227725459511,171.46987970987158,2.94,16,2
2023-08-09 10:45:40,Node_3,Analytics,73.327895213396,44.0695625901035,Moderate,20 Mbps,90%,784,53.113545672712135,229.52410592848156,3.44,16,4
2023-08-09 17:46:06,Node_3,Database,41.60332502825669,40.93206292446232,Low,100 Mbps,80%,653,75.81711337738919,270.7887145114849,3.05,8,6
2023-08-09 15:22:15,Node_3,Analytics,23.883458018861965,74.12449558243523,Moderate,200 Mbps,90%,1601,47.38024228121598,180.72635209528397,3.02,6,2
2023-08-09 14:07:37,Node_3,Web Server,53.75460507031804,35.59231573022902,High,150 Mbps,90%,1231,77.39174543069835,337.3691648182998,2.73,12,2
2023-08-09 09:16:08,Node_3,Database,47.84651556936818,81.62094549032896,Moderate,150 Mbps,70%,1766,77.59562034298781,246.28325490655945,2.13,8,10
2023-08-09 09:56:15,Node_3,File Server,63.17989933866904,73.29243109932244,High,200 Mbps,80%,1937,61.24939832190853,180.90988782439484,3.44,16,10
2023-08-09 10:52:28,Node_3,AI Inference,73.4281598736235,69.65960744452167,High,100 Mbps,60%,1033,65.42266649935289,188.039058190528,2.24,6,10
2023-08-09 17:02:46,Node_3,Database,60.16099482478968,60.33635864846148,High,50 Mbps,60%,1713,59.18429904603911,174.27933704991082,3.08,6,10
2023-08-09 17:24:17,Node_3,Web Server,42.08366230453728,78.40820869156691,Low,50 Mbps,40%,953,44.389524505040654,191.26064191655968,3.02,6,2
2023-08-09 17:51:32,Node_3,Database,10.264113342323462,49.06310889418217,High,150 Mbps,70%,1025,57.97913262315258,294.01734215587464,3.08,8,2
2023-08-09 11:01:36,Node_3,Analytics,52.47159442688857,75.59530728259801,High,50 Mbps,40%,433,56.999373674227925,169.73937572096048,3.46,20,4
2023-08-09 17:57:27,Node_3,Database,39.13543456610197,63.66847530020869,Low,150 Mbps,70%,1982,42.25261491314633,152.93192094584646,2.88,8,8
2023-08-09 12:44:16,Node_3,Database,38.18332262394888,36.16906300987289,High,200 Mbps,60%,1330,61.27789516483978,343.7095561836581,2.95,16,4
2023-08-09 14:18:05,Node_3,Web Server,64.45002618948305,31.219257141151544,Moderate,150 Mbps,40%,816,67.12150145200897,265.1957336798141,2.29,16,10
2023-08-09 17:00:02,Node_3,File Server,48.14835046371862,83.6669462096969,High,150 Mbps,90%,1095,41.8334048798914,192.8555106960463,2.47,8,8
2023-08-09 12:52:52,Node_3,Web Server,60.77090746248391,87.26881492884758,High,20 Mbps,60%,650,60.67905652767215,345.6517982833104,2.17,16,6
2023-08-09 17:43:14,Node_3,File Server,84.4133330906835,49.89583830105624,Low,50 Mbps,60%,358,47.06344780180337,253.0500521327143,2.93,8,8
2023-08-09 11:01:36,Node_3,File Server,74.56425408540383,64.03142093546933,Low,20 Mbps,70%,306,54.13613146883706,159.71167165256085,2.83,6,10
2023-08-09 13:30:53,Node_3,Analytics,56.24457910222863,60.446609209827045,Moderate,200 Mbps,90%,1788,69.26076742514682,341.62604233739137,2.77,8,2
2023-08-09 08:24:01,Node_3,AI Inference,13.643146314348655,37.672675246870966,Low,20 Mbps,40%,733,46.97366296143392,212.4083036481973,2.88,12,4
2023-08-09 16:41:26,Node_3,Database,28.004758704781967,51.92505165099534,High,200 Mbps,80%,343,65.03924860979257,330.0342748213204,3.09,8,8
2023-08-09 17:27:21,Node_3,Web Server,47.818108133683296,83.23032015373187,High,200 Mbps,60%,1273,53.822948965416565,272.01371947341454,2.77,12,8
2023-08-09 10:48:18,Node_3,Database,41.68393392295438,46.12072477291029,Moderate,150 Mbps,70%,1377,68.74426402374013,304.7645601909319,2.35,6,2
2023-08-09 17:53:22,Node_3,Database,79.87323124682058,83.55725848878654,High,100 Mbps,40%,1919,74.1933640561846,200.18537114778655,3.48,20,10
2023-08-09 12:28:57,Node_3,AI Inference,16.62488981525754,59.854570759043455,Moderate,100 Mbps,80%,394,73.49874835769043,301.2102931716074,3.25,12,10
2023-08-09 13:44:13,Node_3,AI Inference,74.3938535815779,89.9116813280036,Low,200 Mbps,90%,711,73.24624654356373,158.9071101536095,2.81,6,4
2023-08-09 15:12:24,Node_3,Web Server,22.70079900163263,70.24977356519125,Moderate,100 Mbps,70%,254,70.27964195140638,310.6477253113385,3.16,20,10
2023-08-09 11:47:26,Node_3,File Server,59.87309739525149,53.93769333232426,Moderate,100 Mbps,60%,910,76.20255908599763,154.08894775336393,2.13,16,6
2023-08-09 17:33:48,Node_3,Database,23.697037467211157,73.77550088591973,High,20 Mbps,90%,1543,46.57767860757174,206.00663869709152,3.23,8,8
2023-08-09 13:34:44,Node_3,File Server,38.90890728535897,86.23988516668754,Moderate,20 Mbps,90%,670,58.07066349733181,204.3563359435573,2.62,20,10
2023-08-09 15:47:08,Node_3,AI Inference,59.03182865965072,31.24726945904781,Moderate,150 Mbps,40%,964,64.82336698733155,282.775563197137,2.77,6,10
2023-08-09 12:29:56,Node_3,Analytics,77.24454033530671,62.310366591279376,Low,100 Mbps,80%,608,65.4705355343668,336.96318428207024,2.99,16,10
2023-08-09 16:57:18,Node_3,File Server,33.73068002290672,82.37390864093649,High,50 Mbps,70%,219,70.56373098356562,208.7192598223456,2.34,16,10
2023-08-09 16:12:02,Node_3,AI Inference,21.54739162522347,76.60696789755292,Low,200 Mbps,80%,1332,62.51467417098861,299.53819664486014,2.22,20,4
2023-08-09 13:28:29,Node_3,Web Server,77.5797859606821,51.65942480878621,Moderate,200 Mbps,40%,1770,40.25563145761792,160.51141880234005,2.86,16,8
2023-08-09 09:55:12,Node_3,AI Inference,44.024064102736574,70.80671891197234,Low,20 Mbps,90%,1110,44.57966243927007,260.87767782735625,3.18,12,2
2023-08-09 10:55:50,Node_3,Web Server,89.77556517816416,87.94790886287305,High,50 Mbps,90%,234,50.79463767898255,150.28716330249733,3.16,20,8
2023-08-09 15:47:08,Node_3,Database,37.35419581669362,55.85550822400904,Low,100 Mbps,60%,889,42.80969543677437,168.22961249656336,3.11,8,6
2023-08-09 16:46:11,Node_3,AI Inference,44.46001044345813,60.91820050358362,Moderate,200 Mbps,80%,951,63.97036155510319,304.03996188898407,3.02,8,2
2023-08-09 10:32:24,Node_3,File Server,72.79246598920265,36.17729119793552,Low,20 Mbps,70%,1564,49.91694663668139,232.27539344458256,2.99,12,8
2023-08-09 08:09:42,Node_3,Analytics,52.53657329128455,51.53815870890398,Moderate,200 Mbps,40%,1823,59.38834503401894,331.388807132928,2.05,6,8
2023-08-09 12:52:02,Node_3,File Server,39.45990130958214,56.53914909380744,High,50 Mbps,70%,445,44.77911186917541,281.93705103059347,2.12,6,10
2023-08-09 15:02:09,Node_3,AI Inference,80.59863664012623,58.81700777216311,Low,150 Mbps,60%,1348,52.14570623431294,204.52961277432533,3.03,6,4
2023-08-09 09:14:35,Node_3,Database,49.62286509993704,82.90562090834956,High,200 Mbps,60%,1134,57.60048790879093,197.6315541933092,2.37,16,10
2023-08-09 09:51:48,Node_3,File Server,68.04263631067485,40.62778445000832,Low,100 Mbps,40%,1850,68.9620087575751,218.415026136808,3.06,16,6
2023-08-09 09:29:37,Node_3,Web Server,23.972970334132604,75.49779372397549,Moderate,50 Mbps,80%,1792,48.96001467161802,176.6166000786651,2.15,8,8
2023-08-09 09:44:11,Node_3,Web Server,57.7638123678226,82.07672970425858,Moderate,20 Mbps,70%,803,51.71330408151685,213.47743763274187,2.93,20,8
2023-08-09 12:03:45,Node_3,Analytics,80.46294517003221,52.302089193395545,High,20 Mbps,60%,1764,45.56094880615496,274.27760205415825,3.12,20,6
2023-08-09 08:44:41,Node_3,AI Inference,50.29577265025851,31.05931921826336,Moderate,100 Mbps,70%,976,78.02032868217765,327.4318123347834,2.74,6,10
2023-08-09 14:54:59,Node_3,File Server,12.284046868531142,53.72627811149205,Low,200 Mbps,60%,710,42.74351625047333,331.64426584144906,3.13,8,2
2023-08-09 08:56:09,Node_3,Web Server,43.8041857035034,57.42596797095469,High,150 Mbps,70%,947,68.49989226062874,340.89770552345976,2.52,12,2
2023-08-09 13:43:32,Node_3,AI Inference,47.87415294447841,44.00525074827328,High,100 Mbps,80%,1396,77.4233333207664,236.5340126492828,2.02,8,6
2023-08-09 12:47:01,Node_3,Analytics,13.878174720336958,69.41124112886885,Moderate,50 Mbps,90%,936,54.65915770000959,318.1540246282386,3.2,20,6
2023-08-09 10:51:23,Node_3,Analytics,43.01666393973346,80.11794694191019,Low,20 Mbps,90%,764,43.69591017492657,304.1418113508739,2.82,20,10
2023-08-09 11:02:19,Node_3,AI Inference,75.98662303965777,77.16695364650589,Low,200 Mbps,60%,210,45.787546711850375,334.4093425755608,3.36,6,2
2023-08-09 17:43:14,Node_3,File Server,33.305099106751655,41.88297720111423,Moderate,100 Mbps,70%,1659,58.38361305817308,268.85281549126074,3.5,8,8
2023-08-09 13:35:20,Node_3,Analytics,85.8245527526881,47.39775849878342,Low,200 Mbps,60%,810,62.42148051262862,302.39614175037383,3.38,16,8
2023-08-09 12:24:04,Node_3,Web Server,29.457591866549212,71.77132446805581,Moderate,50 Mbps,80%,1285,61.4437049355852,188.54418797830533,2.05,6,4
2023-08-09 17:53:22,Node_3,Database,83.94692359196017,50.72395721299254,High,200 Mbps,70%,1390,67.37021453510329,296.8027067870655,2.46,12,4
2023-08-09 17:12:40,Node_3,Database,81.75587497016598,47.58045993141988,Low,150 Mbps,70%,803,70.64596605795988,224.45888091987,3.29,20,10
2023-08-09 11:55:24,Node_3,File Server,32.66395279995601,88.33161961425387,High,20 Mbps,70%,1192,77.650395162953,240.8244783855339,2.43,20,6
2023-08-09 12:35:00,Node_3,AI Inference,19.507163315562384,37.88521136355452,Low,50 Mbps,80%,757,67.92726193774081,200.40512253007887,2.23,12,4
2023-08-09 12:28:58,Node_3,Analytics,43.24304434559136,61.90150536080375,Moderate,100 Mbps,80%,1507,40.582828984848106,247.732714232535,2.61,6,8
2023-08-09 17:32:05,Node_3,AI Inference,63.61292257243878,54.20498137605754,Moderate,150 Mbps,90%,1350,42.186990267326095,150.6215737589894,2.71,20,8
2023-08-09 11:56:09,Node_3,Database,25.969043050714127,63.849298393030125,Low,100 Mbps,40%,1730,63.20120683415083,294.803650134891,3.47,6,8
2023-08-09 08:24:05,Node_3,File Server,70.1710638119623,81.4727499707545,Moderate,20 Mbps,60%,1962,55.0271148396229,195.5496699363937,2.22,12,6
2023-08-09 13:06:32,Node_3,Analytics,49.58688368998921,75.98243022651877,Moderate,20 Mbps,80%,1074,41.6389446864176,248.79063113868563,3.47,20,10
2023-08-09 08:06:11,Node_3,Web Server,74.0378210175221,33.75699320168589,Low,150 Mbps,40%,1925,49.38373003959294,265.56316311911144,2.42,16,2
2023-08-09 12:17:38,Node_3,Web Server,67.9187021638359,48.36170697632939,Moderate,200 Mbps,90%,949,44.135617169901685,246.1858180070336,2.16,20,10
2023-08-09 12:28:41,Node_3,AI Inference,65.36674422281442,45.77072727650075,High,200 Mbps,70%,1422,40.2673871552399,224.7178501784855,3.17,20,10
2023-08-09 13:18:15,Node_3,AI Inference,22.36924062771432,85.93198006332429,High,20 Mbps,70%,507,42.10779712847226,190.97725949404105,2.71,8,6
2023-08-09 09:37:00,Node_3,File Server,15.011888678875858,77.93616905107491,Low,200 Mbps,60%,582,58.04104695159362,331.00869539077314,2.54,8,6
2023-08-09 10:30:18,Node_3,Analytics,19.264000677371374,67.0814811405853,Low,50 Mbps,90%,207,77.48227602602947,291.2343117925089,3.23,6,6
2023-08-09 17:37:44,Node_3,File Server,60.61621198150719,87.12059046749991,Moderate,150 Mbps,40%,1045,48.95178812426367,199.6199669348023,2.64,20,10
2023-08-09 16:09:52,Node_3,File Server,49.07886797997942,79.48507274659215,Low,100 Mbps,60%,1038,57.88269888682298,325.042504192414,3.07,6,8
2023-08-09 16:53:33,Node_3,Database,74.26329935231087,62.63718324856585,Low,100 Mbps,80%,1805,70.56173969240285,343.4410263496356,2.78,16,4
2023-08-09 09:42:24,Node_3,Analytics,15.37851749685693,59.714124618196365,High,150 Mbps,60%,1414,68.70337763136541,153.73247771886577,2.93,20,10
2023-08-09 09:40:03,Node_3,Web Server,83.73092661545067,57.79620191710675,High,200 Mbps,80%,1663,49.888847377715685,343.2558801117574,3.49,16,10
2023-08-09 10:53:10,Node_3,Web Server,36.3254753838047,41.331156558369,High,50 Mbps,40%,734,69.31757113541072,326.897026983942,2.48,20,10
2023-08-09 11:15:46,Node_3,File Server,34.492263804693586,41.45229544925035,High,200 Mbps,40%,1672,46.01026926796621,189.7400824134352,3.23,6,2
2023-08-09 08:05:56,Node_3,Analytics,49.07718071981792,69.49863661670344,Moderate,20 Mbps,40%,1785,64.12888671230604,240.9386761183385,3.04,12,8
2023-08-09 10:31:42,Node_3,AI Inference,16.523777263514148,49.06384539880193,Low,150 Mbps,60%,1811,70.1556798132991,243.89289464629772,2.04,16,10
2023-08-09 10:53:29,Node_3,File Server,84.08479723785875,30.28398870154829,High,20 Mbps,40%,1359,53.90929934164734,266.8520715802528,3.15,6,4
2023-08-09 16:05:11,Node_3,Database,38.55662627412332,70.41932597448172,Moderate,50 Mbps,40%,538,68.20041555458452,171.82767699817504,3.19,12,4
2023-08-09 14:40:39,Node_3,Database,36.52161446627963,38.60561643704506,Low,200 Mbps,90%,1557,69.56552336247668,234.60388447880257,2.29,20,10
2023-08-09 14:19:35,Node_3,AI Inference,31.16786844057596,87.59546783203209,Low,100 Mbps,90%,1652,66.3825024965106,201.85691294560223,2.9,20,4
2023-08-09 09:33:00,Node_3,AI Inference,40.70107396330744,57.231890361680826,Low,200 Mbps,60%,999,73.45689790810576,342.20128533604765,2.07,6,8
2023-08-09 17:02:12,Node_3,Analytics,37.66055341584456,87.88862893904758,Moderate,50 Mbps,90%,511,61.625903271582345,257.91984871003785,2.4,8,10
2023-08-09 12:30:51,Node_3,Web Server,47.913219627758856,57.85629117919117,Moderate,150 Mbps,90%,534,57.413121615521895,255.2430181087004,2.54,8,10
2023-08-09 17:10:40,Node_3,Analytics,13.20268674997795,75.86988658797992,Low,50 Mbps,70%,1109,76.81116570159557,246.75008182684127,2.58,20,4
2023-08-09 16:41:37,Node_3,Database,60.73468381847324,49.52858173019497,High,100 Mbps,60%,1871,52.0360091192442,342.05822882102353,3.3,12,10
2023-08-09 15:34:59,Node_3,Database,67.72928351685749,60.65729536407241,Moderate,50 Mbps,80%,1818,60.79476926381858,169.87909060923815,2.24,16,10
2023-08-09 13:56:01,Node_3,File Server,45.15463133475058,42.367908239635405,High,20 Mbps,70%,1819,66.95547212339926,223.3673592050744,2.34,12,6
2023-08-09 10:44:40,Node_3,Analytics,25.632664450331344,43.45918144324551,Low,150 Mbps,70%,725,49.18241988176884,325.2755296470642,2.35,6,2
2023-08-09 17:12:40,Node_3,Web Server,54.144087987472965,55.57391302390162,Moderate,150 Mbps,60%,369,77.53681790741562,215.88194865178195,3.27,16,10
2023-08-09 10:44:40,Node_3,AI Inference,85.5120788581312,75.09347084945244,Moderate,200 Mbps,60%,888,48.85289039341973,312.44260006134925,3.43,12,8
2023-08-09 13:30:53,Node_3,Analytics,26.758245397585775,63.12542317577406,Moderate,200 Mbps,70%,380,64.91510127999192,309.4178308104848,2.71,6,6
2023-08-09 16:41:37,Node_3,Analytics,66.35880535280546,55.45465849049313,Moderate,200 Mbps,70%,410,45.27377617198492,166.38710016094836,3.4,8,6
2023-08-09 13:35:44,Node_3,Analytics,82.1553884968084,47.78033794070394,High,20 Mbps,60%,1354,78.94488485437734,340.82057637210414,2.42,20,6
2023-08-09 17:34:43,Node_3,AI Inference,30.50126363218068,46.42466794891576,Low,20 Mbps,90%,930,42.52748304356642,268.6055792874004,3.27,16,2
2023-08-09 12:45:26,Node_3,Web Server,49.261556731940274,32.621309440427154,Low,100 Mbps,80%,1140,65.8004827393546,267.7978071747133,2.34,20,4
2023-08-09 08:06:45,Node_3,File Server,10.22861267825391,84.75337863433836,Low,50 Mbps,90%,1639,63.55239515533847,325.51371929695085,2.59,8,10
2023-08-09 10:24:15,Node_3,Web Server,62.24776390610622,87.07940063827215,High,200 Mbps,70%,205,59.67452638196335,333.9675256930732,3.12,20,10
2023-08-09 14:18:55,Node_3,File Server,17.570021050510782,31.61187828365136,High,20 Mbps,60%,1572,42.60919659836833,210.6709544517865,2.26,6,8
2023-08-09 14:04:35,Node_3,Analytics,44.69397097383815,71.23505988889102,Moderate,20 Mbps,80%,1544,73.90756488156798,181.08964755356848,3.38,6,10
2023-08-09 15:05:37,Node_3,Web Server,64.01209762781657,38.69958095017535,High,20 Mbps,60%,1138,55.17265124996432,339.3161639437037,2.09,6,8
2023-08-09 12:44:17,Node_3,Analytics,72.4120862265335,56.43820803812026,High,150 Mbps,90%,1126,64.39173318407026,242.81114303594885,3.2,16,10
2023-08-09 17:54:20,Node_3,Database,45.6725733156616,70.44954627032158,Low,150 Mbps,80%,455,53.96058312310414,233.3392177887773,2.18,6,6
2023-08-09 12:12:06,Node_3,Web Server,61.07266036842938,46.62891604266062,Low,20 Mbps,70%,896,76.41030491205768,267.5957619024368,2.93,12,2
2023-08-09 13:56:01,Node_3,Web Server,61.91586359308851,34.34305223208928,Low,50 Mbps,90%,1135,72.70660905218705,224.76715781705576,2.14,12,8
2023-08-09 08:53:14,Node_3,File Server,18.471813020021457,72.69221523233739,High,20 Mbps,70%,1328,69.87016987937068,221.16632592472905,3.43,20,10
2023-08-09 15:34:59,Node_3,Database,40.05289018424443,79.01115758697497,High,100 Mbps,40%,909,48.334387804876044,271.0970073555516,2.43,16,4
2023-08-09 08:59:27,Node_3,Analytics,28.863427620558504,84.0161183163683,Moderate,100 Mbps,70%,980,62.660156198406376,166.44840238500808,2.7,8,8
2023-08-09 11:50:26,Node_3,Analytics,41.09461852463889,47.75333982189802,Moderate,100 Mbps,40%,477,66.41424718425075,322.6564678421974,2.98,20,2
2023-08-09 11:17:11,Node_3,File Server,67.08619332347993,84.82596100752052,Moderate,50 Mbps,70%,1421,51.695133300845,262.15269891708306,3.17,8,2
2023-08-09 10:13:22,Node_3,Web Server,61.96295792925098,88.28027147965403,Low,200 Mbps,70%,278,49.32907915836317,251.14800362569704,3.48,12,2
2023-08-09 10:59:54,Node_3,Analytics,80.6448926984337,77.50737082603544,High,20 Mbps,80%,337,77.51038738731614,319.0966530453166,2.29,20,4
2023-08-09 15:07:19,Node_3,Web Server,75.53472954474213,83.6912255279222,High,200 Mbps,60%,1771,73.54430798132545,334.61898331972463,3.02,16,8
2023-08-09 13:58:27,Node_3,Web Server,45.86239194628451,60.23954076478228,Moderate,20 Mbps,60%,1687,62.91905551390364,336.2680240127945,2.6,6,2
2023-08-09 16:13:04,Node_3,Database,66.4959079510575,41.46280885103815,Low,50 Mbps,80%,1111,71.96230379439746,203.0121360512057,3.49,8,10
2023-08-09 17:59:43,Node_3,Analytics,12.67372574067747,84.5392852651756,High,200 Mbps,90%,1480,49.99391410311613,311.1746785929106,3.18,16,8
2023-08-09 09:48:31,Node_3,File Server,24.715591668783592,36.81144800057335,High,20 Mbps,60%,1405,76.73571445544135,241.4822200137808,2.3,12,10
2023-08-09 17:51:32,Node_3,Database,35.43711990064501,57.07183165523632,Moderate,20 Mbps,90%,565,76.41413767954907,173.58384589084173,2.57,12,8
2023-08-09 09:23:33,Node_3,Database,36.45767683678215,69.88458002706584,High,200 Mbps,60%,1342,51.860282670315854,190.97385106104335,2.89,20,2
2023-08-09 16:22:38,Node_3,Database,24.545863716759182,63.45113439191806,Moderate,150 Mbps,60%,1256,43.625645252541,340.02098467559847,2.7,6,8
2023-08-09 17:50:16,Node_3,Web Server,49.88458230105099,67.0611908561263,Moderate,100 Mbps,80%,346,51.06854057531816,305.2912304235472,2.42,12,6
2023-08-09 14:42:43,Node_3,Analytics,44.8814421040243,66.88621884074547,Low,100 Mbps,90%,1411,75.52427843309138,204.0103800158819,2.76,8,4
2023-08-09 08:58:27,Node_3,AI Inference,23.445180061877764,46.31393450151044,Moderate,150 Mbps,60%,1276,72.16680312610163,327.125058766419,2.73,6,2
2023-08-09 17:08:39,Node_3,AI Inference,89.26317589940291,80.54861598339693,Low,50 Mbps,40%,689,50.46743261061469,220.67784949252385,2.33,6,4
2023-08-09 15:08:26,Node_3,Web Server,21.159810568956274,55.2135885390882,High,20 Mbps,80%,1397,48.61817444388437,340.73068445624153,2.1,16,10
2023-08-09 13:47:10,Node_3,Web Server,52.58516321266726,70.45754598916444,Low,150 Mbps,70%,1624,41.12333398482464,269.076763241606,2.06,8,2
2023-08-09 11:01:42,Node_3,Analytics,65.51205063228475,42.066937198113365,Moderate,150 Mbps,90%,1386,41.10221817223831,173.85486665161025,2.11,12,4
2023-08-09 13:44:40,Node_3,Web Server,53.206752925925215,43.107579599929736,High,100 Mbps,70%,1781,59.75212320246767,212.1735016144932,3.23,16,2
2023-08-09 08:05:59,Node_3,Database,67.44682544550909,55.77791041512407,High,200 Mbps,90%,534,73.54078316583306,152.44982888368938,2.91,20,8
2023-08-09 10:52:28,Node_3,Database,51.21515417553817,72.1939786715466,High,150 Mbps,90%,666,63.87853193777571,216.4721321038675,2.63,6,8
